rule,file,line,column,severity,message,symbol,status,batch,owner,notes
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,55,9,error,"Type of ""raw"" is partially unknown   Type of ""raw"" is ""Unknown | list[Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,55,15,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,58,17,error,"Type of ""x"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,64,35,error,"Type of parameter ""cfg"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,64,40,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,65,9,error,"Type of ""sm"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,65,14,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,67,35,error,"Argument type is unknown   Argument corresponds to parameter ""x"" in function ""__new__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnnecessaryIsInstance,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,106,24,error,"Unnecessary isinstance call; ""str"" is always an instance of ""str""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,114,34,error,"Type of ""_never_mask_from_cfg"" is partially unknown   Type of ""_never_mask_from_cfg"" is ""(cfg: dict[Unknown, Unknown]) -> Set[str]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,115,37,error,"Type of ""_substr_min_from_cfg"" is partially unknown   Type of ""_substr_min_from_cfg"" is ""(cfg: dict[Unknown, Unknown]) -> int""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,156,65,error,"Type of ""item"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,158,13,error,"Type of ""key"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,158,18,error,"Type of ""value"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,159,29,error,"Argument type is unknown   Argument corresponds to parameter ""__p0""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,168,67,error,"Type of parameter ""cfg"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,168,72,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,169,22,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,169,22,error,"Argument type is unknown   Argument corresponds to parameter ""o"" in function ""__new__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnnecessaryIsInstance,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,175,20,error,"Unnecessary isinstance call; ""str"" is always an instance of ""str""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,205,16,error,"Type of ""_sensitive_set_for_explicit_config"" is partially unknown   Type of ""_sensitive_set_for_explicit_config"" is ""(config_path: str, cfg: dict[Unknown, Unknown]) -> Set[str]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,206,17,error,"Type of ""_never_mask_from_cfg"" is partially unknown   Type of ""_never_mask_from_cfg"" is ""(cfg: dict[Unknown, Unknown]) -> Set[str]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,207,22,error,"Type of ""_substr_min_from_cfg"" is partially unknown   Type of ""_substr_min_from_cfg"" is ""(cfg: dict[Unknown, Unknown]) -> int""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,234,62,error,"Type of ""item"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,236,13,error,"Type of ""key"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,236,18,error,"Type of ""value"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/data_masker.py,237,39,error,"Argument type is unknown   Argument corresponds to parameter ""key"" in function ""is_sensitive_field""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,35,20,error,"Type of parameter ""error_data"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,35,32,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""errors"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""type"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""title"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""statusCode"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""instance"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""correlationId"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,59,28,error,"Argument type is unknown   Argument corresponds to parameter ""authMethod"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,62,5,error,"Return type, ""dict[Unknown, Unknown]"", is partially unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,62,25,error,"Type of parameter ""response_data"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,62,40,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,62,92,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,64,5,error,"Type of ""data"" is partially unknown   Type of ""data"" is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,68,5,error,"Type of ""setdefault"" is partially unknown   Type of ""setdefault"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,69,12,error,"Return type, ""dict[Unknown, Unknown]"", is partially unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,73,5,error,"Type of parameter ""response_data"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/error_utils.py,73,20,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingImports,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_endpoints.py,31,14,error,"Import ""fastapi"" could not be resolved",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_endpoints.py,31,29,error,"Type of ""HTTPException"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_endpoints.py,34,12,error,Return type is unknown,,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingImports,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,10,10,error,"Import ""fastapi"" could not be resolved",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,10,25,error,"Type of ""Request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,10,34,error,"Type of ""Response"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,22,23,error,"Type of parameter ""request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,24,16,error,"Argument type is unknown   Argument corresponds to parameter ""obj"" in function ""hasattr""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,24,36,error,"Type of ""url"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,25,24,error,"Type of ""url"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,25,24,error,"Argument type is unknown   Argument corresponds to parameter ""o"" in function ""getattr""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,78,29,error,"Type of parameter ""request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,81,5,error,"Type of ""headers"" is partially unknown   Type of ""headers"" is ""Unknown | dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,81,15,error,"Type of ""headers"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,81,42,error,"Argument type is unknown   Argument corresponds to parameter ""obj"" in function ""hasattr""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,82,5,error,"Type of ""auth_header"" is partially unknown   Type of ""auth_header"" is ""Unknown | Literal['']""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,82,19,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Unknown | Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,82,63,error,"Argument type is partially unknown   Argument corresponds to parameter ""obj"" in function ""hasattr""   Argument type is ""Unknown | dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,83,39,error,"Argument type is partially unknown   Argument corresponds to parameter ""auth_header"" in function ""_extract_bearer_token""   Argument type is ""Unknown | Literal['']""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,85,34,error,"Argument type is unknown   Argument corresponds to parameter ""request"" in function ""_extract_hostname""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,89,11,error,Return type is unknown,,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,90,5,error,"Type of parameter ""request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,90,25,error,"Type of parameter ""call_next"" is partially unknown   Parameter type is ""(Unknown) -> Awaitable[Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,93,48,error,"Argument type is unknown   Argument corresponds to parameter ""request"" in function ""_prepare_logger_context""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,96,9,error,"Type of ""response"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,96,36,error,"Argument type is unknown   Argument corresponds to parameter ""__p0""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/fastapi_logger_middleware.py,97,16,error,Return type is unknown,,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,14,28,error,"Type of ""parse_filter_params"" is partially unknown   Type of ""parse_filter_params"" is ""(params: dict[Unknown, Unknown]) -> List[FilterOption]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,72,27,error,"Type of ""value"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,82,5,error,"Type of ""fields_raw"" is partially unknown   Type of ""fields_raw"" is ""Unknown | Any""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,99,13,error,"Type of ""filter_option"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,100,43,error,"Argument type is unknown   Argument corresponds to parameter ""option"" in function ""validate_filter_option""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,106,13,error,"Type of ""nested_group"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,116,70,error,"Type of ""item"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,125,39,error,"Argument type is unknown   Argument corresponds to parameter ""option"" in function ""validate_filter_option""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,125,58,error,"Type of ""filter_option"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,134,53,error,"Type of ""group"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnnecessaryIsInstance,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,270,12,error,"Unnecessary isinstance call; ""Dict[str, Any]"" is always an instance of ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnnecessaryIsInstance,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter.py,293,12,error,"Unnecessary isinstance call; ""Dict[str, Any]"" is always an instance of ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,34,26,error,"Type of ""item"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,75,25,error,"Type of parameter ""params"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,75,33,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,79,5,error,"Type of ""filter_param"" is partially unknown   Type of ""filter_param"" is ""Unknown | None""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,79,20,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_parser.py,79,44,error,"Type of ""get"" is partially unknown   Type of ""get"" is ""Overload[(key: Unknown, default: None = None, /) -> (Unknown | None), (key: Unknown, default: Unknown, /) -> Unknown, (key: Unknown, default: _T@get, /) -> (Unknown | _T@get)]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,79,13,error,"Type of ""item"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,83,13,error,"Type of ""append"" is partially unknown   Type of ""append"" is ""(object: Unknown, /) -> None""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,84,16,error,"Return type, ""tuple[list[Unknown], None]"", is partially unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownParameterType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,137,23,error,"Type of parameter ""json_data"" is partially unknown   Parameter type is ""dict[Unknown, Unknown]""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingTypeArgument,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,137,34,error,"Expected type arguments for generic class ""dict""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,141,9,error,"Type of ""field"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,141,16,error,"Type of ""value_spec"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,144,17,error,"Type of ""op"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,144,21,error,"Type of ""value"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,145,51,error,"Argument type is unknown   Argument corresponds to parameter ""field"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,145,61,error,"Argument type is unknown   Argument corresponds to parameter ""op"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,145,71,error,"Argument type is unknown   Argument corresponds to parameter ""value"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,148,47,error,"Argument type is unknown   Argument corresponds to parameter ""field"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/filter_schema.py,148,69,error,"Argument type is unknown   Argument corresponds to parameter ""value"" in function ""__init__""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingImports,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_endpoints.py,37,14,error,"Import ""flask"" could not be resolved",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_endpoints.py,37,27,error,"Type of ""request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_endpoints.py,40,12,error,Return type is unknown,,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingImports,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,10,10,error,"Import ""flask"" could not be resolved",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,10,23,error,"Type of ""Flask"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportMissingImports,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,85,10,error,"Import ""flask"" could not be resolved",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,85,23,error,"Type of ""request"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,88,5,error,"Type of ""auth_header"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,88,19,error,"Type of ""headers"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownMemberType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,88,19,error,"Type of ""get"" is unknown",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownArgumentType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,89,39,error,"Argument type is unknown   Argument corresponds to parameter ""auth_header"" in function ""_extract_bearer_token""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
reportUnknownVariableType,/home/dev02/aifabrix-miso-client-python/miso_client/utils/flask_logger_middleware.py,91,5,error,"Type of ""hostname"" is partially unknown   Type of ""hostname"" is ""Unknown | None""",,fixed,batch2,agent-main,fixed during batch2 on 2026-08-19
